x,y,z,z_var
144,-150,22.197380105066525,0
145,-150,22.26963167545966,0
146,-150,22.339189175279984,0
147,-150,22.40535760898194,0
148,-150,22.467475843448366,0
149,-150,22.52492321381402,0
-150,-149,22.52492321381402,0
-149,-149,22.477442554527745,0
-148,-149,22.42519144705815,0
-147,-149,22.36869196719916,0
-146,-149,22.308508639077278,0
-145,-149,22.245242794613127,0
-144,-149,22.179526565211695,0
-143,-149,22.112016565714264,0
-142,-149,22.043387333719966,0
-141,-149,21.974324589829084,0
-140,-149,21.905518386149467,0
-139,-149,21.837656211523974,0
-138,-149,21.771416122369217,0
-137,-149,21.70745996775996,0
-136,-149,21.646426776451964,0
-135,-149,21.588926371917896,0
-134,-149,21.535533279192748,0
-133,-149,21.48678098440962,0
-132,-149,21.44315660438262,0
-131,-149,21.405096019496675,0
-130,-149,21.372979518534805,0
-129,-149,21.347127998958324,0
-128,-149,21.327799760605462,0
-127,-149,21.31518792484477,0
-126,-149,21.309418504970257,0
-125,-149,21.310549147118184,0
-124,-149,21.318568554285957,0
-123,-149,21.33339659920802,0
-122,-149,21.354885124961005,0
-121,-149,21.382819425298752,0
-120,-149,21.416920389926144,0
-119,-149,21.456847293276898,0
-118,-149,21.502201198930813,0
-117,-149,21.552528945654608,0
-116,-149,21.60732767523916,0
-115,-149,21.666049856892503,0
-114,-149,21.72810875798654,0
-113,-149,21.792884306495477,0
-112,-149,21.859729286550568,0
-111,-149,21.92797580520711,0
-110,-149,21.99694196580999,0
-109,-149,22.065938681279647,0
-108,-149,22.134276559242387,0
-107,-149,22.201272790211103,0
-106,-149,22.266257969991972,0
-105,-149,22.328582788149866,0
-104,-149,22.387624515703592,0
-103,-149,22.442793227228037,0
-102,-149,22.493537695194004,0
-101,-149,22.53935089765146,0
-100,-149,22.579775084225286,0
-99,-149,22.614406349805698,0
-98,-149,22.642898670234587,0
-97,-149,22.66496735966454,0
-96,-149,22.680391915045707,0
-95,-149,22.689018219319404,0
-94,-149,22.690760081304802,0
-93,-149,22.68560009689273,0
-92,-149,22.673589822941764,0
-91,-149,22.65484926213916,0
-90,-149,22.629565663973644,0
-89,-149,22.597991653800445,0
-88,-149,22.560442708692232,0
-87,-149,22.517294005296495,0
-86,-149,22.468976671194497,0
-85,-149,22.415973477217,0
-84,-149,22.358814013757705,0
-83,-149,22.298069399281086,0
-82,-149,22.234346573895493,0
-81,-149,22.168282235008213,0
-80,-149,22.100536475655446,0
-79,-149,22.031786189070868,0
-78,-149,21.962718305392208,0
-77,-149,21.894022928082382,0
-76,-149,21.826386438643794,0
-75,-149,21.760484638521266,0
-74,-149,21.696975996717377,0
-73,-149,21.636495070587873,0
-72,-149,21.5796461655543,0
-71,-149,21.526997297084005,0
-70,-149,21.479074515267342,0
-69,-149,21.436356648699054,0
-68,-149,21.399270520181247,0
-67,-149,21.36818668205102,0
-66,-149,21.34341571374403,0
-65,-149,21.325205118587395,0
-64,-149,21.313736850828302,0
-63,-149,21.3091254976073,0
-62,-149,21.311417134041456,0
-61,-149,21.320588862857036,0
-60,-149,21.336549043171487,0
-59,-149,21.35913820613884,0
-58,-149,21.38813064830971,0
-57,-149,21.42323668678555,0
-56,-149,21.46410555363443,0
-55,-149,21.510328900648236,0
-54,-149,21.561444879423025,0
-53,-149,21.616942755995566,0
-52,-149,21.67626801392831,0
-51,-149,21.738827894854317,0
-50,-149,21.80399732112292,0
-49,-149,21.871125141368992,0
-48,-149,21.93954063660214,0
-47,-149,22.008560221809148,0
-46,-149,22.077494276109476,0
-45,-149,22.145654033219117,0
-44,-149,22.212358463375654,0
-43,-149,22.276941077962523,0
-42,-149,22.338756588842934,0
-41,-149,22.397187355865668,0
-40,-149,22.451649558121275,0
-39,-149,22.501599027287632,0
-38,-149,22.546536684779923,0
-37,-149,22.5860135283789,0
-36,-149,22.619635118512637,0
-35,-149,22.64706551936633,0
-34,-149,22.66803065544194,0
-33,-149,22.682321050029948,0
-32,-149,22.689793918231413,0
-31,-149,22.69037459361746,0
-30,-149,22.68405727427158,0
-29,-149,22.670905080760456,0
-28,-149,22.6510494254541,0
-27,-149,22.62468869949694,0
-26,-149,22.592086290549034,0
-25,-149,22.55356795110367,0
-24,-149,22.509518543676112,0
-23,-149,22.460378195384582,0
-22,-149,22.40663790034557,0
-21,-149,22.34883461382292,0
-20,-149,22.287545887148344,0
-19,-149,22.223384097019416,0
-18,-149,22.156990326834034,0
-17,-149,22.089027961197033,0
-16,-149,22.020176057600477,0
-15,-149,21.9511225615057,0
-14,-149,21.88255743261962,0
-13,-149,21.815165751045456,0
-12,-149,21.749620872188768,0
-11,-149,21.686577698812833,0
-10,-149,21.62666613746672,0
-9,-149,21.570484804667274,0
-8,-149,21.518595045720744,0
-7,-149,21.47151532594605,0
-6,-149,21.429716050340698,0
-5,-149,21.393614863449532,0
-4,-149,21.363572476398502,0
-3,-149,21.339889062788327,0
-2,-149,21.322801259459105,0
-1,-149,21.31247980209323,0
0,-149,21.309027819280875,0
1,-149,21.31247980209323,0
2,-149,21.322801259459105,0
3,-149,21.339889062788327,0
4,-149,21.363572476398502,0
5,-149,21.393614863449532,0
6,-149,21.429716050340698,0
7,-149,21.47151532594605,0
8,-149,21.518595045720744,0
9,-149,21.570484804667274,0
10,-149,21.62666613746672,0
11,-149,21.686577698812833,0
12,-149,21.749620872188768,0
13,-149,21.815165751045456,0
14,-149,21.88255743261962,0
15,-149,21.9511225615057,0
16,-149,22.020176057600477,0
17,-149,22.089027961197033,0
18,-149,22.156990326834034,0
19,-149,22.223384097019416,0
20,-149,22.287545887148344,0
21,-149,22.34883461382292,0
22,-149,22.40663790034557,0
23,-149,22.460378195384582,0
24,-149,22.509518543676112,0
25,-149,22.55356795110367,0
26,-149,22.592086290549034,0
27,-149,22.62468869949694,0
28,-149,22.6510494254541,0
29,-149,22.670905080760456,0
30,-149,22.68405727427158,0
31,-149,22.69037459361746,0
32,-149,22.689793918231413,0
33,-149,22.682321050029948,0
34,-149,22.66803065544194,0
35,-149,22.64706551936633,0
36,-149,22.619635118512637,0
37,-149,22.5860135283789,0
38,-149,22.546536684779923,0
39,-149,22.501599027287632,0
40,-149,22.451649558121275,0
41,-149,22.397187355865668,0
42,-149,22.338756588842934,0
43,-149,22.276941077962523,0
44,-149,22.212358463375654,0
45,-149,22.145654033219117,0
46,-149,22.077494276109476,0
47,-149,22.008560221809148,0
48,-149,21.93954063660214,0
49,-149,21.871125141368992,0
50,-149,21.80399732112292,0
51,-149,21.738827894854317,0
52,-149,21.67626801392831,0
53,-149,21.616942755995566,0
54,-149,21.561444879423025,0
55,-149,21.510328900648236,0
56,-149,21.46410555363443,0
57,-149,21.42323668678555,0
58,-149,21.38813064830971,0
59,-149,21.35913820613884,0
60,-149,21.336549043171487,0
61,-149,21.320588862857036,0
62,-149,21.311417134041456,0
63,-149,21.3091254976073,0
64,-149,21.313736850828302,0
65,-149,21.325205118587395,0
66,-149,21.34341571374403,0
67,-149,21.36818668205102,0
68,-149,21.399270520181247,0
69,-149,21.436356648699054,0
70,-149,21.479074515267342,0
71,-149,21.526997297084005,0
72,-149,21.5796461655543,0
73,-149,21.636495070587873,0
74,-149,21.696975996717377,0
75,-149,21.760484638521266,0
76,-149,21.826386438643794,0
77,-149,21.894022928082382,0
78,-149,21.962718305392208,0
79,-149,22.031786189070868,0
80,-149,22.100536475655446,0
81,-149,22.168282235008213,0
82,-149,22.234346573895493,0
83,-149,22.298069399281086,0
84,-149,22.358814013757705,0
85,-149,22.415973477217,0
86,-149,22.468976671194497,0
87,-149,22.517294005296495,0
88,-149,22.560442708692232,0
89,-149,22.597991653800445,0
90,-149,22.629565663973644,0
91,-149,22.65484926213916,0
92,-149,22.673589822941764,0
93,-149,22.68560009689273,0
94,-149,22.690760081304802,0
95,-149,22.689018219319404,0
96,-149,22.680391915045707,0
97,-149,22.66496735966454,0
98,-149,22.642898670234587,0
99,-149,22.614406349805698,0
100,-149,22.579775084225286,0
101,-149,22.53935089765146,0
102,-149,22.493537695194004,0
103,-149,22.442793227228037,0
104,-149,22.387624515703592,0
105,-149,22.328582788149866,0
106,-149,22.266257969991972,0
107,-149,22.201272790211103,0
108,-149,22.134276559242387,0
109,-149,22.065938681279647,0
110,-149,21.99694196580999,0
111,-149,21.92797580520711,0
112,-149,21.859729286550568,0
113,-149,21.792884306495477,0
114,-149,21.72810875798654,0
115,-149,21.666049856892503,0
116,-149,21.60732767523916,0
117,-149,21.552528945654608,0
118,-149,21.502201198930813,0
119,-149,21.456847293276898,0
120,-149,21.416920389926144,0
121,-149,21.382819425298752,0
122,-149,21.354885124961005,0
123,-149,21.33339659920802,0
124,-149,21.318568554285957,0
125,-149,21.310549147118184,0
126,-149,21.309418504970257,0
127,-149,21.31518792484477,0
128,-149,21.327799760605462,0
129,-149,21.347127998958324,0
130,-149,21.372979518534805,0
131,-149,21.405096019496675,0
132,-149,21.44315660438262,0
133,-149,21.48678098440962,0
134,-149,21.535533279192748,0
135,-149,21.588926371917896,0
136,-149,21.646426776451964,0
137,-149,21.70745996775996,0
138,-149,21.771416122369217,0
139,-149,21.837656211523974,0
140,-149,21.905518386149467,0
141,-149,21.974324589829084,0
142,-149,22.043387333719966,0
143,-149,22.112016565714264,0
144,-149,22.179526565211695,0
145,-149,22.245242794613127,0
146,-149,22.308508639077278,0
147,-149,22.36869196719916,0
148,-149,22.42519144705815,0
149,-149,22.477442554527745,0
-150,-148,22.467475843448366,0
-149,-148,22.42519144705815,0
-148,-148,22.37865867827854,0
-147,-148,22.328342477153488,0
-146,-148,22.27474558653231,0
-145,-148,22.218403528829313,0
-144,-148,22.159879255260865,0
-143,-148,22.09975752102291,0
-142,-148,22.03863904261034,0
-141,-148,21.97713449565638,0
-140,-148,21.91585841326349,0
-139,-148,21.85542304579176,0
-138,-148,21.79643224345569,0
-137,-148,21.73947542285246,0
-136,-148,21.68512167770611,0
-135,-148,21.633914092671187,0
-134,-148,21.586364317010382,0
-133,-148,21.54294745236423,0
-132,-148,21.50409730569257,0
-131,-148,21.470202054818795,0
-130,-148,21.44160036988535,0
-129,-148,21.418578029473636,0
-128,-148,21.40136506519887,0
-127,-148,21.39013346331024,0
-126,-148,21.384995446261133,0
-125,-148,21.386002351419513,0
-124,-148,21.393144118121867,0
-123,-148,21.406349388196066,0
-122,-148,21.425486218948606,0
-121,-148,21.450363401492407,0
-120,-148,21.48073237124279,0
-119,-148,21.51628969149266,0
-118,-148,21.556680085251763,0
-117,-148,21.60149998505695,0
-116,-148,21.650301565284856,0
-115,-148,21.702597216677507,0
-114,-148,21.757864418372822,0
-113,-148,21.815550958760372,0
-112,-148,21.875080452997246,0
-111,-148,21.93585810205486,0
-110,-148,21.997276635754247,0
-109,-148,22.058722380408952,0
-108,-148,22.11958139044965,0
-107,-148,22.179245582765326,0
-106,-148,22.237118812468726,0
-105,-148,22.292622829378995,0
-104,-148,22.345203055706357,0
-103,-148,22.39433412721006,0
-102,-148,22.43952514246421,0
-101,-148,22.480324567782553,0
-100,-148,22.51632474879381,0
-99,-148,22.547165983589387,0
-98,-148,22.572540116745966,0
-97,-148,22.592193618312617,0
-96,-148,22.605930116998277,0
-95,-148,22.613612362248755,0
-94,-148,22.615163595608923,0
-93,-148,22.610568317667816,0
-92,-148,22.599872442923623,0
-91,-148,22.583182841021205,0
-90,-148,22.560666268945923,0
-89,-148,22.53254770484296,0
-88,-148,22.499108100110067,0
-87,-148,22.460681572224082,0
-86,-148,22.417652066349515,0
-85,-148,22.3704495190854,0
-84,-148,22.31954556268092,0
-83,-148,22.265448812641846,0
-82,-148,22.208699785812566,0
-81,-148,22.149865499710426,0
-80,-148,22.089533807074126,0
-79,-148,22.028307522233483,0
-78,-148,21.96679839798791,0
-77,-148,21.905621013174645,0
-76,-148,21.845386632000196,0
-75,-148,21.786697096490418,0
-74,-148,21.73013881308394,0
-73,-148,21.676276893452883,0
-72,-148,21.625649508093808,0
-71,-148,21.578762509106042,0
-70,-148,21.536084375884688,0
-69,-148,21.498041534229372,0
-68,-148,21.465014095638633,0
-67,-148,21.43733205936144,0
-66,-148,21.415272015153818,0
-65,-148,21.399054379685406,0
-64,-148,21.388841194208965,0
-63,-148,21.384734505497743,0
-62,-148,21.386775346227857,0
-61,-148,21.394943324993346,0
-60,-148,21.40915683005035,0
-59,-148,21.42927384475471,0
-58,-148,21.455093366545295,0
-57,-148,21.486357415295174,0
-56,-148,21.522753610963758,0
-55,-148,21.563918294794913,0
-54,-148,21.60944016287503,0
-53,-148,21.65886437574578,0
-52,-148,21.711697103009634,0
-51,-148,21.767410457519947,0
-50,-148,21.82544776985484,0
-49,-148,21.885229150374048,0
-48,-148,21.94615728328452,0
-47,-148,22.00762339482238,0
-46,-148,22.06901333591913,0
-45,-148,22.129713718576156,0
-44,-148,22.18911804463482,0
-43,-148,22.24663276570561,0
-42,-148,22.30168321370742,0
-41,-148,22.353719342761078,0
-40,-148,22.402221225065936,0
-39,-148,22.446704245846597,0
-38,-148,22.48672394546355,0
-37,-148,22.521880460306978,0
-36,-148,22.551822518101762,0
-35,-148,22.576250947703944,0
-34,-148,22.59492166831991,0
-33,-148,22.607648128280978,0
-32,-148,22.61430316900603,0
-31,-148,22.614820295528002,0
-30,-148,22.609194340889626,0
-29,-148,22.59748151776996,0
-28,-148,22.579798856825867,0
-27,-148,22.556323037360393,0
-26,-148,22.527288622001556,0
-25,-148,22.492985713030127,0
-24,-148,22.45375705377351,0
-23,-148,22.409994604027734,0
-22,-148,22.362135623724704,0
-21,-148,22.31065830397554,0
-20,-148,22.256076989143036,0
-19,-148,22.198937037682814,0
-18,-148,22.139809373101905,0
-17,-148,22.079284779479796,0
-16,-148,22.01796799854919,0
-15,-148,21.95647168731651,0
-14,-148,21.895410296595617,0
-13,-148,21.83539393161838,0
-12,-148,21.777022256064882,0
-11,-148,21.72087850042214,0
-10,-148,21.66752363453788,0
-9,-148,21.617490762595242,0
-8,-148,21.57127979651201,0
-7,-148,21.52935246098597,0
-6,-148,21.492127680094367,0
-5,-148,21.459977391542996,0
-4,-148,21.43322283038758,0
-3,-148,21.41213131935931,0
-2,-148,21.396913597864454,0
-1,-148,21.387721716345876,0
0,-148,21.38464751704528,0
1,-148,21.387721716345876,0
2,-148,21.396913597864454,0
3,-148,21.41213131935931,0
4,-148,21.43322283038758,0
5,-148,21.459977391542996,0
6,-148,21.492127680094367,0
7,-148,21.52935246098597,0
8,-148,21.57127979651201,0
9,-148,21.617490762595242,0
10,-148,21.66752363453788,0
11,-148,21.72087850042214,0
12,-148,21.777022256064882,0
13,-148,21.83539393161838,0
14,-148,21.895410296595617,0
15,-148,21.95647168731651,0
16,-148,22.01796799854919,0
17,-148,22.079284779479796,0
18,-148,22.139809373101905,0
19,-148,22.198937037682814,0
20,-148,22.256076989143036,0
21,-148,22.31065830397554,0
22,-148,22.362135623724704,0
23,-148,22.409994604027734,0
24,-148,22.45375705377351,0
25,-148,22.492985713030127,0
26,-148,22.527288622001556,0
27,-148,22.556323037360393,0
28,-148,22.579798856825867,0
29,-148,22.59748151776996,0
30,-148,22.609194340889626,0
31,-148,22.614820295528002,0
32,-148,22.61430316900603,0
33,-148,22.607648128280978,0
34,-148,22.59492166831991,0
35,-148,22.576250947703944,0
36,-148,22.551822518101762,0
37,-148,22.521880460306978,0
38,-148,22.48672394546355,0
39,-148,22.446704245846597,0
40,-148,22.402221225065936,0
41,-148,22.353719342761078,0
42,-148,22.30168321370742,0
43,-148,22.24663276570561,0
44,-148,22.18911804463482,0
45,-148,22.129713718576156,0
46,-148,22.06901333591913,0
47,-148,22.00762339482238,0
48,-148,21.94615728328452,0
49,-148,21.885229150374048,0
50,-148,21.82544776985484,0
51,-148,21.767410457519947,0
52,-148,21.711697103009634,0
53,-148,21.65886437574578,0
54,-148,21.60944016287503,0
55,-148,21.563918294794913,0
56,-148,21.522753610963758,0
57,-148,21.486357415295174,0
58,-148,21.455093366545295,0
59,-148,21.42927384475471,0
60,-148,21.40915683005035,0
61,-148,21.394943324993346,0
62,-148,21.386775346227857,0
63,-148,21.384734505497743,0
64,-148,21.388841194208965,0
65,-148,21.399054379685406,0
66,-148,21.415272015153818,0
67,-148,21.43733205936144,0
68,-148,21.465014095638633,0
69,-148,21.498041534229372,0
70,-148,21.536084375884688,0
71,-148,21.578762509106042,0
72,-148,21.625649508093808,0
73,-148,21.676276893452883,0
74,-148,21.73013881308394,0
75,-148,21.786697096490418,0
76,-148,21.845386632000196,0
77,-148,21.905621013174645,0
78,-148,21.96679839798791,0
79,-148,22.028307522233483,0
80,-148,22.089533807074126,0
81,-148,22.149865499710426,0
82,-148,22.208699785812566,0
83,-148,22.265448812641846,0
84,-148,22.31954556268092,0
85,-148,22.3704495190854,0
86,-148,22.417652066349515,0
87,-148,22.460681572224082,0
88,-148,22.499108100110067,0
89,-148,22.53254770484296,0
90,-148,22.560666268945923,0
91,-148,22.583182841021205,0
92,-148,22.599872442923623,0
93,-148,22.610568317667816,0
94,-148,22.615163595608923,0
95,-148,22.613612362248755,0
96,-148,22.605930116998277,0
97,-148,22.592193618312617,0
98,-148,22.572540116745966,0
99,-148,22.547165983589387,0
100,-148,22.51632474879381,0
101,-148,22.480324567782553,0
102,-148,22.43952514246421,0
103,-148,22.39433412721006,0
104,-148,22.345203055706357,0
105,-148,22.292622829378995,0
106,-148,22.237118812468726,0
107,-148,22.179245582765326,0
108,-148,22.11958139044965,0
109,-148,22.058722380408952,0
110,-148,21.997276635754247,0
111,-148,21.93585810205486,0
112,-148,21.875080452997246,0
113,-148,21.815550958760372,0
114,-148,21.757864418372822,0
115,-148,21.702597216677507,0
116,-148,21.650301565284856,0
117,-148,21.60149998505695,0
118,-148,21.556680085251763,0
119,-148,21.51628969149266,0
120,-148,21.48073237124279,0
121,-148,21.450363401492407,0
122,-148,21.425486218948606,0
123,-148,21.406349388196066,0
124,-148,21.393144118121867,0
125,-148,21.386002351419513,0
126,-148,21.384995446261133,0
127,-148,21.39013346331024,0
128,-148,21.40136506519887,0
129,-148,21.418578029473636,0
130,-148,21.44160036988535,0
131,-148,21.470202054818795,0
132,-148,21.50409730569257,0
133,-148,21.54294745236423,0
134,-148,21.586364317010382,0
135,-148,21.633914092671187,0
136,-148,21.68512167770611,0
137,-148,21.73947542285246,0
138,-148,21.79643224345569,0
139,-148,21.85542304579176,0
140,-148,21.91585841326349,0
141,-148,21.97713449565638,0
142,-148,22.03863904261034,0
143,-148,22.09975752102291,0
144,-148,22.159879255260865,0
145,-148,22.218403528829313,0
146,-148,22.27474558653231,0
147,-148,22.328342477153488,0
148,-148,22.37865867827854,0
149,-148,22.42519144705815,0
-150,-147,22.40535760898194,0
-149,-147,22.36869196719916,0
